goal	rule	score
p3(X5, X1, X0, X2, X3)	p3(a13, a20, a5, a49, a21)	1
p3(X9, X3, X0, X1, X2)	p3(a95, a18, a36, a89, a17)	1
p7(X6)	p7(a90)	1
p9(X5)	p9(a30)	1
p4(X9, a38)	p4(a44, a38)	1
p4(X1, X0)	p4(a26, a64)	1
p0(X2)	p0(a34)	1
p0(X6)	p0(a22)	1
p9(X0)	p9(a0)	1
p1(X3, X0)	p1(a13, a0)	1
p1(X4, X7)	p1(a0, a15)	1
p4(X9, X0)	p4(X1, X1) :- p7(X1)	1
p9(X0)	p9(a61)	1
p0(X5)	p0(a53)	1
p2(X0, X1)	p2(a5, a97)	1
p2(X4, X1)	p2(a31, a15)	1
p1(X5, X0)	p1(a6, a5)	1
p1(X2, X0)	p1(a45, a14)	1
p4(X0, a22)	p4(a62, X2) :- p6(X2, X3)	1
p4(X0, a99)	p4(a62, X2) :- p6(X2, X3)	1
p1(X8, X4)	p1(a48, a60)	1
p4(X1, X0)	p4(a44, a38)	1
p4(X0, X5)	p4(a27, a45)	1
p7(X9)	p7(a82)	1
p1(X4, X0)	p1(a9, a12)	1
p7(a22)	p7(X5) :- p0(X5), p7(X5)	1
p0(X0)	p0(a12)	1
p4(X0, X1)	p4(a37, a61)	1
p0(X0)	p0(a40)	1
p4(X1, X0)	p4(a71, a19)	1
p2(X0, X6)	p2(a0, a18)	1
p1(X1, X0)	p1(a24, a10)	1
p6(X5, X0)	p6(a65, a45)	1
p4(X0, X1)	p4(a37, a99)	1
p5(X0, X4)	p5(a29, a2)	1
p4(a37, X0)	p4(a37, a61)	1
p4(a48, X0)	p4(X1, X1) :- p7(X1)	1
p4(X6, X8)	p4(a34, a82)	1
p5(X0, X5)	p5(a70, a75)	1
p4(X0, a0)	p4(a43, a0)	1
p1(a55, X0)	p1(a55, a33)	1
p5(X0, X5)	p5(a16, a76)	1
p7(X9)	p7(a98)	1
p7(X0)	p7(a13)	1
p4(X6, X0)	p4(a26, a64)	1
p3(X9, X4, X0, X1, X2)	p3(a1, a18, a0, a38, a99)	1
p0(X4)	p0(a81)	1
p2(X0, X6)	p2(a29, a55)	1
p6(a10, X0)	p6(a10, a27)	1
p7(a12)	p7(X5) :- p0(X5), p7(X5)	1
p2(X0, X1)	p2(a41, a10)	1
p8(a0, X1, X1, X1)	p8(X3, X1, X1, X1) :- p3(X3, X1, X0, X7, X4)	1
p4(X0, a53)	p4(a92, a53)	1
p0(X1)	p0(a60)	1
p4(X0, a36)	p4(X1, X1) :- p7(X1)	1
p7(X5)	p7(a56)	1
p5(X0, a2)	p5(a29, a2)	1
p6(X1, X0)	p6(a2, a14)	1
p3(X3, X2, X0, X1, X4)	p3(a58, a56, a27, a45, a0)	1
p6(X1, X0)	p6(a94, a80)	1
p7(X9)	p7(a34)	1
p4(X0, a11)	p4(a62, X2) :- p6(X2, X3)	1
p1(X5, X0)	p1(a26, a70)	1
p5(X0, X4)	p5(a48, a49)	1
p3(X3, X2, X0, X1, X4)	p3(a99, a0, a21, a0, a61)	1
p0(X9)	p0(a52)	1
p7(X1)	p7(a99)	1
p4(X2, X5)	p4(a49, a3)	1
p5(X0, X1)	p5(a11, a14)	1
p4(X0, X6)	p4(a48, a25)	1
p5(X0, X1)	p5(a0, a0)	1
p3(a99, X9, X0, X1, X2)	p3(a99, a0, a21, a0, a61)	1
p4(X0, X4)	p4(a10, a90)	1
p4(X0, a18)	p4(a51, a18)	1
p1(X0, X1)	p1(a33, a30)	1
p3(X0, X1, X2, X3, X4)	p3(a13, a7, a1, a37, a14)	1
p4(X0, a45)	p4(a27, a45)	1
p4(X6, X8)	p4(a51, a18)	1
p4(X6, X4)	p4(a55, a0)	1
p1(X8, X4)	p1(a31, a69)	1
p9(X8)	p9(a51)	1
p1(X8, X4)	p1(a93, a31)	1
p6(a99, X0)	p6(a99, a47)	1
p6(X1, X0)	p6(a68, a6)	1
p3(X4, X6, X0, X1, X2)	p3(a25, a0, a77, a12, a1)	1
p6(a39, X0)	p6(a39, a41)	1
p0(X2)	p0(a3)	1
p2(X9, X8)	p2(a58, a29)	1
p7(X1)	p7(a29)	1
p9(a51)	p9(a51)	1
p1(a93, X0)	p1(a93, a31)	1
p7(X5)	p7(a48)	1
p6(X5, X0)	p6(a12, a68)	1
p6(X5, X0)	p6(a93, a26)	1
p2(X0, X6)	p2(a36, a10)	1
p2(X0, X1)	p2(X6, a49) :- p7(X6)	1
p4(X0, a82)	p4(X1, X1) :- p7(X1)	1
p4(X6, X0)	p4(a62, X2) :- p6(X2, X3)	1
p0(X0)	p0(a15)	1
p6(X4, X0)	p6(a11, a21)	1
p6(X9, X0)	p6(a0, a0)	1
p3(X5, X6, X0, X1, X2)	p3(a29, a0, a78, a26, a62)	1
p3(X0, X1, X2, X3, X4)	p3(a41, a12, a30, a84, a76)	1
p3(X5, X6, X0, X1, X2)	p3(a16, a24, a23, a36, a8)	1
p7(X4)	p7(a43)	1
p4(X5, X0)	p4(a14, a4)	1
p2(X0, X1)	p2(a89, a14)	1
p3(X5, X1, X0, X2, X3)	p3(a0, a40, a23, a29, a48)	1
p3(X9, X4, X0, X1, X2)	p3(a56, a14, a62, a47, a71)	1
p5(X1, X0)	p5(a86, a41)	1
p2(X0, X1)	p2(a30, a38)	1
p2(X9, X8)	p2(a10, a10)	1
p4(X6, X4)	p4(a32, a11)	1
p6(a19, X0)	p6(a19, a1)	1
p7(X5)	p7(a51)	1
p4(X2, X0)	p4(a12, a14)	1
p1(X5, X0)	p1(a46, a92)	1
p6(X5, X0)	p6(a94, a80)	1
p1(X2, X0)	p1(a33, a30)	1
p7(X2)	p7(a4)	1
p4(X5, X0)	p4(a49, a3)	1
p1(X1, X0)	p1(a46, a92)	1
p0(X6)	p0(a6)	1
p7(X2)	p7(a53)	1
p6(X0, X1)	p6(a14, a20)	1
p5(X0, X5)	p5(a49, a48)	1
p3(X5, X1, X0, X2, X3)	p3(a11, a1, a26, a74, a62)	1
p1(X5, X0)	p1(a0, a98)	1
p9(X8)	p9(a85)	1
p4(X0, a29)	p4(X1, X1) :- p7(X1)	1
p3(a89, X7, X0, X1, X2)	p3(a89, a62, a85, a2, a94)	1
p4(X9, X0)	p4(a12, a14)	1
p0(a31)	p0(a31)	1
p1(X8, X4)	p1(a0, a72)	1
p4(X0, a27)	p4(a96, a27)	1
p8(a10, X2, X2, X2)	p8(X3, X1, X1, X1) :- p3(X3, X1, X0, X7, X4)	1
p7(X2)	p7(X5) :- p0(X5), p7(X5)	1
p3(X3, X2, X0, X1, X4)	p3(a10, a1, a57, a58, a61)	1
p1(X9, X0)	p1(a0, a0)	1
p1(X0, X1)	p1(a56, a14)	1
p9(X6)	p9(a39)	1
p1(X9, X0)	p1(a9, a12)	1
p4(X2, X0)	p4(a32, a11)	1
p1(X5, X0)	p1(a55, a33)	1
p7(X6)	p7(a54)	1
p4(X6, X8)	p4(X1, X1) :- p7(X1)	1
p0(X2)	p0(a75)	1
p6(X0, X1)	p6(a35, a84)	1
p4(X0, X6)	p4(a59, a17)	1
p7(X3)	p7(a82)	1
p1(X3, X0)	p1(a39, a16)	1
p4(X0, a1)	p4(a62, X2) :- p6(X2, X3)	1
p3(a3, X0, X1, X2, X3)	p3(a3, a91, a71, a0, a95)	1
p4(X0, X5)	p4(a9, a49)	1
p6(a27, X0)	p6(a27, a12)	1
p4(X0, X1)	p4(a26, a64)	1
p5(X0, X1)	p5(a1, a62)	1
p7(X2)	p7(a96)	1
p1(a29, X0)	p1(a29, a10)	1
p3(X3, X2, X0, X1, X4)	p3(a39, a82, a31, a62, a17)	1
p3(a57, X1, X0, X2, X3)	p3(a57, a65, a13, a20, a10)	1
p2(X4, X1)	p2(a75, a94)	1
p6(a60, X0)	p6(a60, a64)	1
p5(X0, a49)	p5(a48, a49)	1
p4(X5, X0)	p4(a2, a28)	1
p5(X0, a0)	p5(a24, a0)	1
p5(X1, X0)	p5(a64, a32)	1
p4(X2, X0)	p4(a37, a61)	1
p9(X8)	p9(a24)	1
p1(a46, X0)	p1(a46, a10)	1
p4(X0, X4)	p4(X1, X1) :- p7(X1)	1
p3(X0, X1, X2, X3, X4)	p3(a4, a25, a54, a15, a32)	1
p3(X9, X3, X0, X1, X2)	p3(a21, a28, a43, a12, a35)	1
p0(X6)	p0(a30)	1
p4(X0, X4)	p4(a23, a86)	1
p7(X6)	p7(a4)	1
p1(X1, X0)	p1(a55, a43)	1
p1(a84, X0)	p1(a84, a0)	1
p7(X4)	p7(a2)	1
p7(X4)	p7(a12)	1
p9(a8)	p9(a8)	1
p1(X8, X4)	p1(a0, a58)	1
p0(X6)	p0(a62)	1
p3(X4, X6, X0, X1, X2)	p3(a1, a18, a0, a38, a99)	1
p1(X5, X0)	p1(a24, a10)	1
p3(X9, X4, X0, X1, X2)	p3(a36, a0, a49, a23, a46)	1
p4(X5, X4)	p4(a27, a45)	1
p4(X5, X0)	p4(a59, a17)	1
p1(X8, X4)	p1(a13, a0)	1
p2(X4, X1)	p2(a41, a10)	1
p5(a0, a0)	p5(a0, a0)	1
p3(a0, X0, X1, X2, X3)	p3(a0, a96, a38, a49, a62)	1
p1(X3, X0)	p1(a0, a15)	1
p7(X6)	p7(a24)	1
p7(X0)	p7(a82)	1
p1(X4, X0)	p1(a45, a14)	1
p0(X4)	p0(a38)	1
p4(X6, X8)	p4(a29, a33)	1
p4(X5, X0)	p4(a63, a73)	1
p4(X2, X0)	p4(a55, a0)	1
p4(X0, X1)	p4(a0, a15)	1
p4(X5, X0)	p4(a12, a30)	1
p1(X5, X0)	p1(a50, a13)	1
p1(X3, X0)	p1(a55, a85)	1
p2(X9, X8)	p2(a19, a41)	1
p7(X9)	p7(a90)	1
p4(X0, X4)	p4(a62, X2) :- p6(X2, X3)	1
p1(X5, X0)	p1(a40, a22)	1
p0(a70)	p0(a70)	1
p7(X4)	p7(a99)	1
p3(a15, a48, a36, X0, a11)	p3(a15, a48, a36, a83, a11)	1
p3(X5, X1, X0, X2, X3)	p3(a57, a65, a13, a20, a10)	1
p5(X0, X5)	p5(a24, a0)	1
p6(a20, X0)	p6(a20, a28)	1
p1(X2, X0)	p1(a55, a85)	1
p2(X0, X6)	p2(a10, a30)	1
p5(X1, X0)	p5(a25, a1)	1
p0(a6)	p0(a6)	1
p9(X7)	p9(a95)	1
p7(X2)	p7(a24)	1
p8(X9, X3, X3, X3)	p8(X3, X1, X1, X1) :- p3(X3, X1, X0, X7, X4)	1
p4(X5, X4)	p4(a19, a81)	1
p0(a42)	p0(a42)	1
p4(X0, a78)	p4(X1, X1) :- p7(X1)	1
p6(X5, X0)	p6(a99, a47)	1
p0(X3)	p0(a54)	1
p1(X0, X1)	p1(a46, a10)	1
p4(X2, X0)	p4(a26, a64)	1
p3(a0, X0, X1, X2, X3)	p3(a0, a10, a96, a27, a95)	1
p1(X4, X7)	p1(a29, a34)	1
p8(a34, X0, X1, X8)	p8(a34, a10, a75, a10)	1
p6(X5, X0)	p6(a15, a44)	1
p0(X0)	p0(a62)	1
p4(a65, a65)	p4(X1, X1) :- p7(X1)	1
p2(X9, X8)	p2(a0, a24)	1
p0(X4)	p0(a18)	1
p4(X0, X6)	p4(a14, a4)	1
p3(X5, X6, X0, X1, X2)	p3(a37, a98, a55, a23, a68)	1
p4(X0, X5)	p4(a32, a0)	1
p4(a1, X0)	p4(X1, X1) :- p7(X1)	1
p8(a34, X0, X1, X3)	p8(a34, a10, a75, a10)	1
p1(a3, X0)	p1(a3, a28)	1
p2(X9, X8)	p2(a10, a63)	1
p0(X2)	p0(a0)	1
p1(X1, X0)	p1(a51, a10)	1
p6(X1, X0)	p6(a2, a39)	1
p6(X9, X0)	p6(a86, a2)	1
p1(X3, X0)	p1(a29, a10)	1
p4(X0, a34)	p4(X1, X1) :- p7(X1)	1
p1(X5, X0)	p1(a54, a84)	1
p4(X1, X0)	p4(a1, a14)	1
p1(X4, X7)	p1(a81, a37)	1
p7(X2)	p7(a61)	1
p5(X0, X1)	p5(a49, a48)	1
p1(X3, X0)	p1(a1, a13)	1
p9(X6)	p9(a52)	1
p9(X8)	p9(a89)	1
p4(X6, X4)	p4(a26, a0)	1
p0(X5)	p0(a31)	1
p2(X9, X8)	p2(a71, a58)	1
p9(X7)	p9(a56)	1
p4(X0, X6)	p4(a49, a3)	1
p5(X0, a48)	p5(a49, a48)	1
p3(X0, X1, X2, X3, X4)	p3(a39, a82, a31, a62, a17)	1
p6(X9, X0)	p6(a13, a17)	1
p5(X0, X4)	p5(a58, a29)	1
p1(X2, X0)	p1(a39, a16)	1
p5(X1, X0)	p5(a93, a2)	1
p3(X3, X2, X0, X1, X4)	p3(a89, a62, a85, a2, a94)	1
p5(X0, X1)	p5(a0, a71)	1
p4(X0, a90)	p4(a10, a90)	1
p8(a3, X0, X0, X0)	p8(X3, X1, X1, X1) :- p3(X3, X1, X0, X7, X4)	1
p8(X4, X6, X6, X6)	p8(X3, X1, X1, X1) :- p3(X3, X1, X0, X7, X4)	1
p3(X9, X4, X0, X1, X2)	p3(a24, a90, a44, a56, a84)	1
p4(X6, X0)	p4(a23, a12)	1
p4(X9, X0)	p4(a23, a86)	1
p1(X0, X1)	p1(a42, a53)	1
p4(X0, a59)	p4(X1, X1) :- p7(X1)	1
p1(X2, X0)	p1(a46, a10)	1
p0(a95)	p0(a95)	1
p2(X9, X8)	p2(a30, a38)	1
p1(X2, X0)	p1(a13, a0)	1
p0(X9)	p0(a5)	1
p4(X0, X6)	p4(a96, a27)	1
p7(X2)	p7(a74)	1
p1(X2, X0)	p1(a39, a23)	1
p4(X9, X0)	p4(a10, a0)	1
p2(X0, X1)	p2(a75, a94)	1
p4(X2, X0)	p4(a23, a12)	1
p6(X4, X0)	p6(a65, a45)	1
p5(X0, X1)	p5(a46, a35)	1
p4(X3, X0)	p4(a34, a82)	1
p6(X9, X0)	p6(a38, a43)	1
p4(X9, X0)	p4(a62, X2) :- p6(X2, X3)	1
p9(X5)	p9(a41)	1
p0(X6)	p0(a91)	1
p4(X9, X0)	p4(a0, a3)	1
p3(X3, X2, X0, X1, X4)	p3(a18, a4, a22, a1, a93)	1
p3(X0, X1, X2, X3, X4)	p3(a33, a26, a60, a0, a45)	1
p3(X5, X6, X0, X1, X2)	p3(a21, a28, a43, a12, a35)	1
p4(X5, X0)	p4(a92, a53)	1
p4(a29, a29)	p4(X1, X1) :- p7(X1)	1
p3(X0, X1, X2, X3, X4)	p3(a20, a38, a28, a74, a59)	1
p1(X3, X0)	p1(a80, a10)	1
p3(X3, X2, X0, X1, X4)	p3(a20, a38, a28, a74, a59)	1
p7(X3)	p7(a65)	1
p5(X0, a10)	p5(a3, a10)	1
p3(X5, X1, X0, X2, X3)	p3(a24, a90, a44, a56, a84)	1
p4(X0, X6)	p4(a2, a28)	1
p7(X0)	p7(a98)	1
p7(X6)	p7(a61)	1
p5(X0, X4)	p5(a16, a76)	1
p2(X0, X6)	p2(a68, a25)	1
p6(X9, X0)	p6(a14, a20)	1
p0(X0)	p0(a9)	1
p4(X0, a4)	p4(a14, a4)	1
p6(X1, X0)	p6(a0, a60)	1
p6(X6, X0)	p6(a11, a21)	1
p0(X9)	p0(a38)	1
p4(X5, X0)	p4(a96, a27)	1
p9(a96)	p9(a96)	1
p2(X0, X6)	p2(a10, a10)	1
p2(X4, X1)	p2(a0, a18)	1
p7(X4)	p7(a57)	1
p2(X0, X1)	p2(a17, a58)	1
p7(X0)	p7(a34)	1
p4(X0, X5)	p4(a63, a73)	1
p7(X2)	p7(a3)	1
p4(X6, X8)	p4(a23, a86)	1
p1(a81, X0)	p1(a81, a37)	1
p0(X3)	p0(a28)	1
p0(X2)	p0(a81)	1
p1(X4, X7)	p1(a33, a15)	1
p0(X9)	p0(a93)	1
p4(X5, X0)	p4(a43, a0)	1
p5(X0, a0)	p5(a12, a0)	1
p5(X1, X0)	p5(a10, a1)	1
p0(X2)	p0(a87)	1
p3(X4, X6, X0, X1, X2)	p3(a36, a0, a49, a23, a46)	1
p6(X1, X0)	p6(a49, a52)	1
p0(a93)	p0(a93)	1
p1(a56, X0)	p1(a56, a14)	1
p9(X0)	p9(a16)	1
p4(X2, X5)	p4(a30, a13)	1
p1(X2, X0)	p1(a29, a10)	1
p2(X9, X8)	p2(a5, a31)	1
p5(X0, a10)	p5(a19, a10)	1
p7(X6)	p7(a74)	1
p9(X0)	p9(a7)	1
p7(a83)	p7(a83)	1
p1(X8, X4)	p1(a29, a34)	1
p1(X2, X0)	p1(a1, a13)	1
p6(a55, X0)	p6(a55, a14)	1
p7(a72)	p7(a72)	1
p1(X8, X4)	p1(a39, a16)	1
p3(X9, X4, X0, X1, X2)	p3(a57, a65, a13, a20, a10)	1
p5(a10, X2)	p5(a10, a1)	1
p3(X9, X3, X0, X1, X2)	p3(a22, a9, a54, a13, a17)	1
p6(X4, X0)	p6(a12, a68)	1
p6(X4, X0)	p6(a33, a14)	1
p2(X0, X6)	p2(a16, a40)	1
p1(X0, X1)	p1(a80, a10)	1
p3(X0, X1, X2, X3, X4)	p3(a0, a10, a96, a27, a95)	1
p9(X1)	p9(a56)	1
p6(X4, X0)	p6(a93, a26)	1
p3(X3, X2, X0, X1, X4)	p3(a16, a24, a23, a36, a8)	1
p9(X0)	p9(a42)	1
p7(X9)	p7(a54)	1
p7(X6)	p7(a53)	1
p0(X9)	p0(a92)	1
p3(X9, X4, X0, X1, X2)	p3(a21, a28, a43, a12, a35)	1
p4(X6, X0)	p4(a2, a48)	1
p0(a81)	p0(a81)	1
p2(X9, X8)	p2(a66, a45)	1
p1(X5, X0)	p1(a36, a17)	1
p5(a22, X0)	p5(X2, a26) :- p7(X2), p0(X2)	1
p2(X4, X1)	p2(a72, a28)	1
p3(X9, X3, X0, X1, X2)	p3(a18, a2, a68, a31, a70)	1
p4(X6, X4)	p4(a17, a99)	1
p4(a29, X0)	p4(a29, a33)	1
p6(X5, X0)	p6(a50, a0)	1
p1(X9, X0)	p1(a2, a36)	1
p5(X0, X5)	p5(a12, a0)	1
p1(X4, X0)	p1(a77, a94)	1
p4(a61, X0)	p4(X1, X1) :- p7(X1)	1
p3(a22, X6, X0, X1, X2)	p3(a22, a9, a54, a13, a17)	1
p6(X5, X0)	p6(a0, a60)	1
p5(X0, X5)	p5(a21, a1)	1
p3(X5, X6, X0, X1, X2)	p3(a22, a9, a54, a13, a17)	1
p6(X1, X0)	p6(a77, a12)	1
p3(X5, X1, X0, X2, X3)	p3(a47, a1, a0, a97, a65)	1
p1(X8, X4)	p1(a0, a15)	1
p7(X0)	p7(a90)	1
p1(a42, X0)	p1(a42, a53)	1
p6(X4, X0)	p6(a94, a80)	1
p9(X0)	p9(a19)	1
p4(a19, X0)	p4(a19, a81)	1
p1(X9, X0)	p1(a93, a31)	1
p0(X3)	p0(a11)	1
p7(X9)	p7(a4)	1
p4(X0, X1)	p4(a26, a0)	1
p3(X9, X3, X0, X1, X2)	p3(a41, a68, a85, a34, a12)	1
p0(X2)	p0(a82)	1
p9(X6)	p9(a8)	1
p9(X0)	p9(a11)	1
p1(X4, X0)	p1(a55, a85)	1
p3(X5, X1, X0, X2, X3)	p3(a91, a10, a6, a29, a75) :- p9(X1)	1
p7(X6)	p7(a96)	1
p3(X3, X2, X0, X1, X4)	p3(a78, a58, a24, a1, a79)	1
p7(X0)	p7(a83)	1
p1(X2, X0)	p1(a80, a10)	1
p4(X0, a90)	p4(a62, X2) :- p6(X2, X3)	1
p4(X0, a2)	p4(a62, X2) :- p6(X2, X3)	1
p9(a16)	p9(a16)	1
p0(X5)	p0(a28)	1
p3(X4, X6, X0, X1, X2)	p3(a11, a1, a26, a74, a62)	1
p6(X4, X0)	p6(a68, a6)	1
p7(a87)	p7(X5) :- p0(X5), p7(X5)	1
p9(X0)	p9(a58)	1
p7(X5)	p7(a96)	1
p9(X1)	p9(a24)	1
p3(a0, X9, X0, X1, X2)	p3(a0, a96, a38, a49, a62)	1
p0(X9)	p0(a60)	1
p1(X2, X0)	p1(a67, a37)	1
p3(X9, X3, X0, X1, X2)	p3(a47, a1, a0, a97, a65)	1
p3(X4, X6, X0, X1, X2)	p3(a19, a1, a13, a10, a98)	1
p5(X0, X4)	p5(a36, a50)	1
p6(X4, X0)	p6(a12, a15)	1
p1(X0, X1)	p1(a36, a17)	1
p5(X0, X5)	p5(a11, a13)	1
p4(a51, X0)	p4(a51, a18)	1
p0(a97)	p0(a97)	1
p9(X6)	p9(a43)	1
p9(X0)	p9(a2)	1
p4(X1, X0)	p4(a17, a99)	1
p9(X6)	p9(a40)	1
p9(X7)	p9(a40)	1
p4(X6, X4)	p4(a32, a0)	1
p9(X0)	p9(a84)	1
p3(a15, X0, X1, X2, X3)	p3(a15, a48, a36, a83, a11)	1
p5(X0, X5)	p5(a0, a15)	1
p0(X5)	p0(a16)	1
p4(X2, X5)	p4(a19, a16)	1
p6(X5, X0)	p6(a77, a12)	1
p3(X9, X3, X0, X1, X2)	p3(a56, a14, a62, a47, a71)	1
p3(X9, X4, X0, X1, X2)	p3(a58, a56, a27, a45, a0)	1
p0(X6)	p0(a20)	1
p5(X0, X5)	p5(a3, a10)	1
p9(X7)	p9(a85)	1
p1(X1, X0)	p1(a94, a14)	1
p3(a0, X9, X0, X1, X2)	p3(a0, a10, a96, a27, a95)	1
p1(X4, X0)	p1(a0, a58)	1
p2(X0, X1)	p2(a10, a30)	1
p4(X1, X0)	p4(a27, a45)	1
p5(X0, X5)	p5(a21, a36)	1
p7(X3)	p7(a34)	1
p5(X0, X1)	p5(a94, a27)	1
p6(a14, X0)	p6(a14, a0)	1
p2(X0, X1)	p2(a36, a0)	1
p3(X0, X1, X2, X3, X4)	p3(a95, a18, a36, a89, a17)	1
p4(X0, X4)	p4(a19, a16)	1
p0(X1)	p0(a12)	1
p9(X0)	p9(a22)	1
p6(a11, X0)	p6(a11, a21)	1
p4(X2, X5)	p4(a34, a82)	1
p4(X2, X0)	p4(a1, a14)	1
p3(X3, X2, X0, X1, X4)	p3(a33, a26, a60, a0, a45)	1
p0(X1)	p0(a40)	1
p6(X5, X0)	p6(a86, a2)	1
p6(X5, X0)	p6(a14, a43)	1
p0(X3)	p0(a34)	1
p7(X9)	p7(a78)	1
p0(X9)	p0(X2) :- p5(a10, X2)	1
p4(a72, X0)	p4(X1, X1) :- p7(X1)	1
p7(X5)	p7(a24)	1
p5(X0, X1)	p5(a24, a13)	1
p4(X6, X0)	p4(a9, a49)	1
p0(X6)	p0(a77)	1
p0(X9)	p0(a23)	1
p4(X0, X1)	p4(a88, a15)	1
p1(X0, X1)	p1(a16, a2)	1
p4(X0, X6)	p4(a34, a82)	1
p3(X9, X3, X0, X1, X2)	p3(a47, a84, a42, a94, a73)	1
p1(X8, X4)	p1(a80, a10)	1
p9(X7)	p9(a24)	1
p9(X5)	p9(a8)	1
p1(X4, X7)	p1(a0, X7) :- p9(X7), p7(X7)	1
p7(X9)	p7(a24)	1
p7(X1)	p7(a87)	1
p1(X9, X0)	p1(a57, a0)	1
p3(X4, X6, X0, X1, X2)	p3(a57, a65, a13, a20, a10)	1
p6(X5, X0)	p6(a1, a13)	1
p7(X2)	p7(a30)	1
p9(X8)	p9(a34)	1
p1(X4, X7)	p1(a45, a14)	1
p3(X4, X6, X0, X1, X2)	p3(a55, a17, a28, a4, a60)	1
p9(X5)	p9(a39)	1
p6(X5, X0)	p6(a90, a27)	1
p9(X6)	p9(a0)	1
p0(X1)	p0(a30)	1
p4(X1, X0)	p4(a32, a0)	1
p7(X1)	p7(a13)	1
p1(X9, X0)	p1(a77, a94)	1
p3(X9, X3, X0, X1, X2)	p3(a0, a78, a27, a10, a29)	1
p0(a75)	p0(a75)	1
p1(X4, X7)	p1(a77, a94)	1
p0(X1)	p0(a62)	1
p6(X6, X0)	p6(a65, a45)	1
p3(X5, X6, X0, X1, X2)	p3(a41, a68, a85, a34, a12)	1
p4(X2, X5)	p4(a51, a18)	1
p7(X9)	p7(a61)	1
p6(X9, X0)	p6(a99, a47)	1
p4(X2, X0)	p4(a27, a45)	1
p1(X5, X0)	p1(a84, a0)	1
p7(a13)	p7(X5) :- p0(X5), p7(X5)	1
p3(X4, X6, X0, X1, X2)	p3(a82, a82, a54, a10, a20)	1
p0(X2)	p0(a18)	1
p1(X3, X0)	p1(a33, a15)	1
p0(X3)	p0(a13)	1
p7(X2)	p7(a99)	1
p6(X1, X0)	p6(a19, a1)	1
p7(X6)	p7(a8)	1
p1(X9, X0)	p1(a0, a15)	1
p4(X0, a0)	p4(X1, X1) :- p7(X1)	1
p4(X5, X0)	p4(a75, a12)	1
p1(X4, X0)	p1(a1, a13)	1
p7(X3)	p7(a58)	1
p0(X5)	p0(a73)	1
p1(X2, X0)	p1(a33, a15)	1
p2(X9, X8)	p2(a0, a58)	1
p7(a74)	p7(a74)	1
p4(a10, X0)	p4(a10, a90)	1
p9(X5)	p9(a43)	1
p4(X0, X6)	p4(a51, a18)	1
p9(X8)	p9(a14)	1
p0(X3)	p0(a97)	1
p4(a14, X0)	p4(a14, a4)	1
p7(X3)	p7(a83)	1
p4(a0, a0)	p4(X1, X1) :- p7(X1)	1
p3(X5, X1, X0, X2, X3)	p3(a15, a48, a36, a83, a11)	1
p9(X0)	p9(a31)	1
p7(X5)	p7(a8)	1
p4(X0, a13)	p4(a30, a13)	1
p4(X2, X0)	p4(a26, a0)	1
p4(X2, X0)	p4(a88, a15)	1
p2(X9, X8)	p2(a8, a0)	1
p4(X2, X0)	p4(a2, a48)	1
p4(X6, X0)	p4(a32, a0)	1
p9(a18)	p9(a18)	1
p0(X4)	p0(a12)	1
p0(X3)	p0(a3)	1
p7(X9)	p7(a74)	1
p6(X1, X0)	p6(a39, a41)	1
p9(X1)	p9(a85)	1
p7(X6)	p7(a56)	1
p6(X1, X0)	p6(a27, a12)	1
p4(a17, X0)	p4(a17, a99)	1
p5(X1, X0)	p5(a29, a2)	1
p0(X4)	p0(a40)	1
p7(X6)	p7(a3)	1
p3(X0, X1, X2, X3, X4)	p3(a36, a18, a0, a30, a20)	1
p7(X2)	p7(a27)	1
p9(X7)	p9(a89)	1
p9(X6)	p9(a89)	1
p1(X9, X0)	p1(a29, a10)	1
p2(X0, X1)	p2(a27, a67)	1
p7(X0)	p7(a4)	1
p1(X9, X0)	p1(a1, a13)	1
p5(X0, X1)	p5(a25, a1)	1
p6(X6, X0)	p6(a12, a68)	1
p3(X0, X1, X2, X3, X4)	p3(a89, a95, a71, a19, a1)	1
p7(X0)	p7(a53)	1
p0(X2)	p0(a27)	1
p6(X6, X0)	p6(a93, a26)	1
p9(X5)	p9(a95)	1
p4(X0, X1)	p4(a1, a14)	1
p1(a0, X0)	p1(a0, a98)	1
p7(X5)	p7(a3)	1
p9(a19)	p9(a19)	1
p2(X4, X1)	p2(a5, a31)	1
p9(X6)	p9(a96)	1
p7(X0)	p7(a59)	1
p1(X9, X0)	p1(a0, a58)	1
p5(X1, X0)	p5(a48, a49)	1
p6(a0, X0)	p6(a0, a60)	1
p0(X0)	p0(a28)	1
p2(X0, X1)	p2(a10, a63)	1
p1(X3, X0)	p1(a26, a70)	1
p9(X5)	p9(a0)	1
p0(X5)	p0(a13)	1
p6(X6, X0)	p6(a2, a14)	1
p1(X2, X0)	p1(a26, a70)	1
p4(X0, X1)	p4(a17, a99)	1
p5(X0, X4)	p5(a32, a3)	1
p2(X0, X1)	p2(a71, a58)	1
p6(X6, X0)	p6(a94, a80)	1
p3(X5, X6, X0, X1, X2)	p3(a47, a84, a42, a94, a73)	1
p1(X4, X0)	p1(a67, a37)	1
p1(X4, X7)	p1(a33, a30)	1
p9(X5)	p9(a56)	1
p3(X5, X6, X0, X1, X2)	p3(a15, a48, a36, a83, a11)	1
p4(X5, X0)	p4(a29, a33)	1
